,id,prolific_id,task_number,condition,initial_guess,final_guess,predicted_charge,uncertainty_level,true_charge,age,sex,bmi,children,smoker,prediction_error,total_uncertainty_std,epistemic_uncertainty_std,aleatoric_uncertainty_std,task_duration_ms,created_at,Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Insurance types,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
47,747,6163fbf78813617495ee7a9b,8,3,25402,25402,13749,4,14394,57,female,28.785,4,no,646,608,425,435,3694.5595741271973,2025-07-24 21:27:21+00,6882a3c02682507f75ec5a40,6163fbf78813617495ee7a9b,APPROVED,Not Applicable,2025-07-24T21:21:07.629000Z,2025-07-24T21:27:38.648000Z,2025-07-25T00:40:16.462000Z,2025-07-24T21:27:39.100924Z,392.0,C1FHYQ9H,313,"Health Insurance, Home Insurance, Life Insurance, Purchase Insurance (e.g. Mobile Phone), Vehicle Insurance",31,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
48,748,672eda41e28ba46f845249df,1,1,18504,38318,42710,1,58571,31,female,38.095,1,yes,15862,3830,1211,3634,35063.28201293945,2025-07-24 21:24:44+00,6882a3f497d0ab4b1656ba7d,672eda41e28ba46f845249df,APPROVED,Not Applicable,2025-07-24T21:22:02.956000Z,2025-07-24T21:31:10.953000Z,2025-07-25T00:40:27.447000Z,2025-07-24T21:31:11.343096Z,548.0,C1FHYQ9H,1604,"Health Insurance, Home Insurance, Life Insurance",67,Female,Asian,Philippines,United States,United States,English,No,Full-Time
49,749,672eda41e28ba46f845249df,2,1,31440,41529,40164,1,52591,60,male,32.8,0,yes,12427,5892,1065,5795,7180.542469024658,2025-07-24 21:25:16+00,6882a3f497d0ab4b1656ba7d,672eda41e28ba46f845249df,APPROVED,Not Applicable,2025-07-24T21:22:02.956000Z,2025-07-24T21:31:10.953000Z,2025-07-25T00:40:27.447000Z,2025-07-24T21:31:11.343096Z,548.0,C1FHYQ9H,1604,"Health Insurance, Home Insurance, Life Insurance",67,Female,Asian,Philippines,United States,United States,English,No,Full-Time
50,750,672eda41e28ba46f845249df,3,1,13188,9313,9651,1,6113,31,female,30.495,3,no,3538,10518,523,10505,8760.36286354065,2025-07-24 21:25:43+00,6882a3f497d0ab4b1656ba7d,672eda41e28ba46f845249df,APPROVED,Not Applicable,2025-07-24T21:22:02.956000Z,2025-07-24T21:31:10.953000Z,2025-07-25T00:40:27.447000Z,2025-07-24T21:31:11.343096Z,548.0,C1FHYQ9H,1604,"Health Insurance, Home Insurance, Life Insurance",67,Female,Asian,Philippines,United States,United States,English,No,Full-Time
51,751,672eda41e28ba46f845249df,4,1,10381,9955,10037,1,6552,33,female,36.29,3,no,3485,9693,919,9649,17403.80096435547,2025-07-24 21:26:20+00,6882a3f497d0ab4b1656ba7d,672eda41e28ba46f845249df,APPROVED,Not Applicable,2025-07-24T21:22:02.956000Z,2025-07-24T21:31:10.953000Z,2025-07-25T00:40:27.447000Z,2025-07-24T21:31:11.343096Z,548.0,C1FHYQ9H,1604,"Health Insurance, Home Insurance, Life Insurance",67,Female,Asian,Philippines,United States,United States,English,No,Full-Time
52,752,672eda41e28ba46f845249df,5,1,16398,35215,38827,1,55135,33,female,35.53,0,yes,16309,4454,798,4382,4508.417844772339,2025-07-24 21:26:43+00,6882a3f497d0ab4b1656ba7d,672eda41e28ba46f845249df,APPROVED,Not Applicable,2025-07-24T21:22:02.956000Z,2025-07-24T21:31:10.953000Z,2025-07-25T00:40:27.447000Z,2025-07-24T21:31:11.343096Z,548.0,C1FHYQ9H,1604,"Health Insurance, Home Insurance, Life Insurance",67,Female,Asian,Philippines,United States,United States,English,No,Full-Time
53,753,672eda41e28ba46f845249df,6,1,18303,29007,30586,1,38999,44,male,30.2,2,yes,8413,6620,804,6571,5289.80565071106,2025-07-24 21:27:07+00,6882a3f497d0ab4b1656ba7d,672eda41e28ba46f845249df,APPROVED,Not Applicable,2025-07-24T21:22:02.956000Z,2025-07-24T21:31:10.953000Z,2025-07-25T00:40:27.447000Z,2025-07-24T21:31:11.343096Z,548.0,C1FHYQ9H,1604,"Health Insurance, Home Insurance, Life Insurance",67,Female,Asian,Philippines,United States,United States,English,No,Full-Time
54,754,672eda41e28ba46f845249df,7,1,7071,3961,4206,1,13127,23,female,28.0,0,no,8921,8287,227,8284,5019.940614700317,2025-07-24 21:27:38+00,6882a3f497d0ab4b1656ba7d,672eda41e28ba46f845249df,APPROVED,Not Applicable,2025-07-24T21:22:02.956000Z,2025-07-24T21:31:10.953000Z,2025-07-25T00:40:27.447000Z,2025-07-24T21:31:11.343096Z,548.0,C1FHYQ9H,1604,"Health Insurance, Home Insurance, Life Insurance",67,Female,Asian,Philippines,United States,United States,English,No,Full-Time
55,755,672eda41e28ba46f845249df,8,1,15194,24832,26858,1,19720,32,male,28.93,1,yes,7138,6991,1029,6915,7091.053009033203,2025-07-24 21:28:00+00,6882a3f497d0ab4b1656ba7d,672eda41e28ba46f845249df,APPROVED,Not Applicable,2025-07-24T21:22:02.956000Z,2025-07-24T21:31:10.953000Z,2025-07-25T00:40:27.447000Z,2025-07-24T21:31:11.343096Z,548.0,C1FHYQ9H,1604,"Health Insurance, Home Insurance, Life Insurance",67,Female,Asian,Philippines,United States,United States,English,No,Full-Time
56,756,58f0fca0d40252000192f201,1,2,32451,41843,42710,1,58571,31,female,38.095,1,yes,15862,3830,1211,3634,18612.314701080322,2025-07-24 21:27:10+00,6882a4a6370d3039f3568b21,58f0fca0d40252000192f201,APPROVED,Not Applicable,2025-07-24T21:24:59.614000Z,2025-07-24T21:29:28.165000Z,2025-07-25T00:40:31.633000Z,2025-07-24T21:29:28.617242Z,269.0,C1FHYQ9H,18313,"Health Insurance, Home Insurance, Life Insurance, Vehicle Insurance",44,Male,White,United States,United States,United States,English,No,Full-Time
57,757,58f0fca0d40252000192f201,2,2,45894,45894,40164,1,52591,60,male,32.8,0,yes,12427,5892,1065,5795,7818.426132202148,2025-07-24 21:27:35+00,6882a4a6370d3039f3568b21,58f0fca0d40252000192f201,APPROVED,Not Applicable,2025-07-24T21:24:59.614000Z,2025-07-24T21:29:28.165000Z,2025-07-25T00:40:31.633000Z,2025-07-24T21:29:28.617242Z,269.0,C1FHYQ9H,18313,"Health Insurance, Home Insurance, Life Insurance, Vehicle Insurance",44,Male,White,United States,United States,United States,English,No,Full-Time
58,758,58f0fca0d40252000192f201,3,2,10200,37632,38827,2,55135,33,female,35.53,0,yes,16309,4454,798,4382,10460.973739624023,2025-07-24 21:27:56+00,6882a4a6370d3039f3568b21,58f0fca0d40252000192f201,APPROVED,Not Applicable,2025-07-24T21:24:59.614000Z,2025-07-24T21:29:28.165000Z,2025-07-25T00:40:31.633000Z,2025-07-24T21:29:28.617242Z,269.0,C1FHYQ9H,18313,"Health Insurance, Home Insurance, Life Insurance, Vehicle Insurance",44,Male,White,United States,United States,United States,English,No,Full-Time
59,759,58f0fca0d40252000192f201,4,2,42418,37106,30586,2,38999,44,male,30.2,2,yes,8413,6620,804,6571,10766.01505279541,2025-07-24 21:28:19+00,6882a4a6370d3039f3568b21,58f0fca0d40252000192f201,APPROVED,Not Applicable,2025-07-24T21:24:59.614000Z,2025-07-24T21:29:28.165000Z,2025-07-25T00:40:31.633000Z,2025-07-24T21:29:28.617242Z,269.0,C1FHYQ9H,18313,"Health Insurance, Home Insurance, Life Insurance, Vehicle Insurance",44,Male,White,United States,United States,United States,English,No,Full-Time
60,760,58f0fca0d40252000192f201,5,2,7882,7882,7367,3,24060,19,female,30.59,2,no,16693,11045,552,11031,5566.709995269775,2025-07-24 21:28:33+00,6882a4a6370d3039f3568b21,58f0fca0d40252000192f201,APPROVED,Not Applicable,2025-07-24T21:24:59.614000Z,2025-07-24T21:29:28.165000Z,2025-07-25T00:40:31.633000Z,2025-07-24T21:29:28.617242Z,269.0,C1FHYQ9H,18313,"Health Insurance, Home Insurance, Life Insurance, Vehicle Insurance",44,Male,White,United States,United States,United States,English,No,Full-Time
61,761,58f0fca0d40252000192f201,6,2,44967,35264,33285,3,43579,57,female,31.16,0,yes,10294,5039,611,5002,6777.450799942017,2025-07-24 21:28:46+00,6882a4a6370d3039f3568b21,58f0fca0d40252000192f201,APPROVED,Not Applicable,2025-07-24T21:24:59.614000Z,2025-07-24T21:29:28.165000Z,2025-07-25T00:40:31.633000Z,2025-07-24T21:29:28.617242Z,269.0,C1FHYQ9H,18313,"Health Insurance, Home Insurance, Life Insurance, Vehicle Insurance",44,Male,White,United States,United States,United States,English,No,Full-Time
62,762,58f0fca0d40252000192f201,7,2,35232,12896,11930,4,11879,55,female,32.395,1,no,51,1390,148,1383,8178.602695465088,2025-07-24 21:28:59+00,6882a4a6370d3039f3568b21,58f0fca0d40252000192f201,APPROVED,Not Applicable,2025-07-24T21:24:59.614000Z,2025-07-24T21:29:28.165000Z,2025-07-25T00:40:31.633000Z,2025-07-24T21:29:28.617242Z,269.0,C1FHYQ9H,18313,"Health Insurance, Home Insurance, Life Insurance, Vehicle Insurance",44,Male,White,United States,United States,United States,English,No,Full-Time
63,763,58f0fca0d40252000192f201,8,2,19007,13159,10022,4,10065,53,male,21.4,1,no,43,971,158,958,7054.065227508545,2025-07-24 21:29:15+00,6882a4a6370d3039f3568b21,58f0fca0d40252000192f201,APPROVED,Not Applicable,2025-07-24T21:24:59.614000Z,2025-07-24T21:29:28.165000Z,2025-07-25T00:40:31.633000Z,2025-07-24T21:29:28.617242Z,269.0,C1FHYQ9H,18313,"Health Insurance, Home Insurance, Life Insurance, Vehicle Insurance",44,Male,White,United States,United States,United States,English,No,Full-Time
64,764,62b9c2f1e55fe9f17dfedc5d,1,2,31338,42710,42710,1,58571,31,female,38.095,1,yes,15862,3830,1211,3634,28141.89839363098,2025-07-24 21:24:14+00,6882a3c96460963d9a2936ee,62b9c2f1e55fe9f17dfedc5d,APPROVED,Not Applicable,2025-07-24T21:21:19.060000Z,2025-07-24T21:29:48.597000Z,2025-07-25T00:40:27.157000Z,2025-07-24T21:29:49.034707Z,510.0,C1FHYQ9H,8393,Health Insurance,46,Female,Black,United States,United States,United States,English,No,DATA_EXPIRED
65,765,62b9c2f1e55fe9f17dfedc5d,2,2,49382,49382,40164,1,52591,60,male,32.8,0,yes,12427,5892,1065,5795,4024.1615772247314,2025-07-24 21:24:41+00,6882a3c96460963d9a2936ee,62b9c2f1e55fe9f17dfedc5d,APPROVED,Not Applicable,2025-07-24T21:21:19.060000Z,2025-07-24T21:29:48.597000Z,2025-07-25T00:40:27.157000Z,2025-07-24T21:29:49.034707Z,510.0,C1FHYQ9H,8393,Health Insurance,46,Female,Black,United States,United States,United States,English,No,DATA_EXPIRED
66,766,62b9c2f1e55fe9f17dfedc5d,3,2,21924,37137,38827,2,55135,33,female,35.53,0,yes,16309,4454,798,4382,26394.654750823975,2025-07-24 21:25:47+00,6882a3c96460963d9a2936ee,62b9c2f1e55fe9f17dfedc5d,APPROVED,Not Applicable,2025-07-24T21:21:19.060000Z,2025-07-24T21:29:48.597000Z,2025-07-25T00:40:27.157000Z,2025-07-24T21:29:49.034707Z,510.0,C1FHYQ9H,8393,Health Insurance,46,Female,Black,United States,United States,United States,English,No,DATA_EXPIRED
67,767,62b9c2f1e55fe9f17dfedc5d,4,2,38224,30444,30586,2,38999,44,male,30.2,2,yes,8413,6620,804,6571,31633.06999206543,2025-07-24 21:26:45+00,6882a3c96460963d9a2936ee,62b9c2f1e55fe9f17dfedc5d,APPROVED,Not Applicable,2025-07-24T21:21:19.060000Z,2025-07-24T21:29:48.597000Z,2025-07-25T00:40:27.157000Z,2025-07-24T21:29:49.034707Z,510.0,C1FHYQ9H,8393,Health Insurance,46,Female,Black,United States,United States,United States,English,No,DATA_EXPIRED
68,768,62b9c2f1e55fe9f17dfedc5d,5,2,5275,7298,7367,3,24060,19,female,30.59,2,no,16693,11045,552,11031,15987.275838851929,2025-07-24 21:27:23+00,6882a3c96460963d9a2936ee,62b9c2f1e55fe9f17dfedc5d,APPROVED,Not Applicable,2025-07-24T21:21:19.060000Z,2025-07-24T21:29:48.597000Z,2025-07-25T00:40:27.157000Z,2025-07-24T21:29:49.034707Z,510.0,C1FHYQ9H,8393,Health Insurance,46,Female,Black,United States,United States,United States,English,No,DATA_EXPIRED
69,769,62b9c2f1e55fe9f17dfedc5d,6,2,49382,33698,33285,3,43579,57,female,31.16,0,yes,10294,5039,611,5002,24473.373889923096,2025-07-24 21:28:21+00,6882a3c96460963d9a2936ee,62b9c2f1e55fe9f17dfedc5d,APPROVED,Not Applicable,2025-07-24T21:21:19.060000Z,2025-07-24T21:29:48.597000Z,2025-07-25T00:40:27.157000Z,2025-07-24T21:29:49.034707Z,510.0,C1FHYQ9H,8393,Health Insurance,46,Female,Black,United States,United States,United States,English,No,DATA_EXPIRED
70,770,62b9c2f1e55fe9f17dfedc5d,7,2,1,11202,11930,4,11879,55,female,32.395,1,no,51,1390,148,1383,16874.668836593628,2025-07-24 21:28:53+00,6882a3c96460963d9a2936ee,62b9c2f1e55fe9f17dfedc5d,APPROVED,Not Applicable,2025-07-24T21:21:19.060000Z,2025-07-24T21:29:48.597000Z,2025-07-25T00:40:27.157000Z,2025-07-24T21:29:49.034707Z,510.0,C1FHYQ9H,8393,Health Insurance,46,Female,Black,United States,United States,United States,English,No,DATA_EXPIRED
71,771,62b9c2f1e55fe9f17dfedc5d,8,2,25148,10273,10022,4,10065,53,male,21.4,1,no,43,971,158,958,19615.824699401855,2025-07-24 21:29:30+00,6882a3c96460963d9a2936ee,62b9c2f1e55fe9f17dfedc5d,APPROVED,Not Applicable,2025-07-24T21:21:19.060000Z,2025-07-24T21:29:48.597000Z,2025-07-25T00:40:27.157000Z,2025-07-24T21:29:49.034707Z,510.0,C1FHYQ9H,8393,Health Insurance,46,Female,Black,United States,United States,United States,English,No,DATA_EXPIRED
72,772,5623f187ed6e5a0011c81083,1,2,33000,36000,42710,1,58571,31,female,38.095,1,yes,15862,3830,1211,3634,17782.328844070435,2025-07-24 21:26:36+00,6882a45e49e620823f65e49e,5623f187ed6e5a0011c81083,APPROVED,Not Applicable,2025-07-24T21:23:47.792000Z,2025-07-24T21:29:47.656000Z,2025-07-25T00:40:29.208000Z,2025-07-24T21:29:48.051146Z,360.0,C1FHYQ9H,6731,"Health Insurance, Vehicle Insurance",40,Male,White,United States,United States,United States,English,No,Other
73,773,5623f187ed6e5a0011c81083,2,2,45000,40000,40164,1,52591,60,male,32.8,0,yes,12427,5892,1065,5795,8898.616075515747,2025-07-24 21:27:05+00,6882a45e49e620823f65e49e,5623f187ed6e5a0011c81083,APPROVED,Not Applicable,2025-07-24T21:23:47.792000Z,2025-07-24T21:29:47.656000Z,2025-07-25T00:40:29.208000Z,2025-07-24T21:29:48.051146Z,360.0,C1FHYQ9H,6731,"Health Insurance, Vehicle Insurance",40,Male,White,United States,United States,United States,English,No,Other
74,774,5623f187ed6e5a0011c81083,3,2,16000,35000,38827,2,55135,33,female,35.53,0,yes,16309,4454,798,4382,7655.954360961914,2025-07-24 21:27:28+00,6882a45e49e620823f65e49e,5623f187ed6e5a0011c81083,APPROVED,Not Applicable,2025-07-24T21:23:47.792000Z,2025-07-24T21:29:47.656000Z,2025-07-25T00:40:29.208000Z,2025-07-24T21:29:48.051146Z,360.0,C1FHYQ9H,6731,"Health Insurance, Vehicle Insurance",40,Male,White,United States,United States,United States,English,No,Other
75,775,5623f187ed6e5a0011c81083,4,2,44000,41000,30586,2,38999,44,male,30.2,2,yes,8413,6620,804,6571,6977.408647537231,2025-07-24 21:27:48+00,6882a45e49e620823f65e49e,5623f187ed6e5a0011c81083,APPROVED,Not Applicable,2025-07-24T21:23:47.792000Z,2025-07-24T21:29:47.656000Z,2025-07-25T00:40:29.208000Z,2025-07-24T21:29:48.051146Z,360.0,C1FHYQ9H,6731,"Health Insurance, Vehicle Insurance",40,Male,White,United States,United States,United States,English,No,Other
76,776,5623f187ed6e5a0011c81083,5,2,8000,8100,7367,3,24060,19,female,30.59,2,no,16693,11045,552,11031,10833.948373794556,2025-07-24 21:28:15+00,6882a45e49e620823f65e49e,5623f187ed6e5a0011c81083,APPROVED,Not Applicable,2025-07-24T21:23:47.792000Z,2025-07-24T21:29:47.656000Z,2025-07-25T00:40:29.208000Z,2025-07-24T21:29:48.051146Z,360.0,C1FHYQ9H,6731,"Health Insurance, Vehicle Insurance",40,Male,White,United States,United States,United States,English,No,Other
77,777,5623f187ed6e5a0011c81083,6,2,44000,40000,33285,3,43579,57,female,31.16,0,yes,10294,5039,611,5002,7581.344366073608,2025-07-24 21:28:39+00,6882a45e49e620823f65e49e,5623f187ed6e5a0011c81083,APPROVED,Not Applicable,2025-07-24T21:23:47.792000Z,2025-07-24T21:29:47.656000Z,2025-07-25T00:40:29.208000Z,2025-07-24T21:29:48.051146Z,360.0,C1FHYQ9H,6731,"Health Insurance, Vehicle Insurance",40,Male,White,United States,United States,United States,English,No,Other
78,778,5623f187ed6e5a0011c81083,7,2,33000,28000,11930,4,11879,55,female,32.395,1,no,51,1390,148,1383,14295.070886611938,2025-07-24 21:29:07+00,6882a45e49e620823f65e49e,5623f187ed6e5a0011c81083,APPROVED,Not Applicable,2025-07-24T21:23:47.792000Z,2025-07-24T21:29:47.656000Z,2025-07-25T00:40:29.208000Z,2025-07-24T21:29:48.051146Z,360.0,C1FHYQ9H,6731,"Health Insurance, Vehicle Insurance",40,Male,White,United States,United States,United States,English,No,Other
79,779,5623f187ed6e5a0011c81083,8,2,16000,12999,10022,4,10065,53,male,21.4,1,no,43,971,158,958,11676.492691040039,2025-07-24 21:29:33+00,6882a45e49e620823f65e49e,5623f187ed6e5a0011c81083,APPROVED,Not Applicable,2025-07-24T21:23:47.792000Z,2025-07-24T21:29:47.656000Z,2025-07-25T00:40:29.208000Z,2025-07-24T21:29:48.051146Z,360.0,C1FHYQ9H,6731,"Health Insurance, Vehicle Insurance",40,Male,White,United States,United States,United States,English,No,Other
80,780,66afc935bcb2252f63f1e2b2,1,2,17751,41797,42710,1,58571,31,female,38.095,1,yes,15862,3830,1211,3634,40005.52248954773,2025-07-24 21:26:15+00,6882a3f4a4ed9becda3098ef,66afc935bcb2252f63f1e2b2,APPROVED,Not Applicable,2025-07-24T21:22:04.462000Z,2025-07-24T21:30:21.232000Z,2025-07-25T00:40:27.696000Z,2025-07-24T21:30:21.659856Z,497.0,C1FHYQ9H,1620,"Health Insurance, Home Insurance, Life Insurance, Purchase Insurance (e.g. Mobile Phone), Travel Insurance, Vehicle Insurance",56,Female,White,United States,United States,United States,English,No,Full-Time
81,781,66afc935bcb2252f63f1e2b2,2,2,49642,45222,40164,1,52591,60,male,32.8,0,yes,12427,5892,1065,5795,16963.104724884033,2025-07-24 21:27:19+00,6882a3f4a4ed9becda3098ef,66afc935bcb2252f63f1e2b2,APPROVED,Not Applicable,2025-07-24T21:22:04.462000Z,2025-07-24T21:30:21.232000Z,2025-07-25T00:40:27.696000Z,2025-07-24T21:30:21.659856Z,497.0,C1FHYQ9H,1620,"Health Insurance, Home Insurance, Life Insurance, Purchase Insurance (e.g. Mobile Phone), Travel Insurance, Vehicle Insurance",56,Female,White,United States,United States,United States,English,No,Full-Time
82,782,66afc935bcb2252f63f1e2b2,3,2,15896,32057,38827,2,55135,33,female,35.53,0,yes,16309,4454,798,4382,12618.13998222351,2025-07-24 21:27:51+00,6882a3f4a4ed9becda3098ef,66afc935bcb2252f63f1e2b2,APPROVED,Not Applicable,2025-07-24T21:22:04.462000Z,2025-07-24T21:30:21.232000Z,2025-07-25T00:40:27.696000Z,2025-07-24T21:30:21.659856Z,497.0,C1FHYQ9H,1620,"Health Insurance, Home Insurance, Life Insurance, Purchase Insurance (e.g. Mobile Phone), Travel Insurance, Vehicle Insurance",56,Female,White,United States,United States,United States,English,No,Full-Time
83,783,66afc935bcb2252f63f1e2b2,4,2,35753,31094,30586,2,38999,44,male,30.2,2,yes,8413,6620,804,6571,10795.259237289429,2025-07-24 21:28:19+00,6882a3f4a4ed9becda3098ef,66afc935bcb2252f63f1e2b2,APPROVED,Not Applicable,2025-07-24T21:22:04.462000Z,2025-07-24T21:30:21.232000Z,2025-07-25T00:40:27.696000Z,2025-07-24T21:30:21.659856Z,497.0,C1FHYQ9H,1620,"Health Insurance, Home Insurance, Life Insurance, Purchase Insurance (e.g. Mobile Phone), Travel Insurance, Vehicle Insurance",56,Female,White,United States,United States,United States,English,No,Full-Time
84,784,66afc935bcb2252f63f1e2b2,5,2,3210,6209,7367,3,24060,19,female,30.59,2,no,16693,11045,552,11031,9991.855382919312,2025-07-24 21:28:47+00,6882a3f4a4ed9becda3098ef,66afc935bcb2252f63f1e2b2,APPROVED,Not Applicable,2025-07-24T21:22:04.462000Z,2025-07-24T21:30:21.232000Z,2025-07-25T00:40:27.696000Z,2025-07-24T21:30:21.659856Z,497.0,C1FHYQ9H,1620,"Health Insurance, Home Insurance, Life Insurance, Purchase Insurance (e.g. Mobile Phone), Travel Insurance, Vehicle Insurance",56,Female,White,United States,United States,United States,English,No,Full-Time
85,785,66afc935bcb2252f63f1e2b2,6,2,31190,31190,33285,3,43579,57,female,31.16,0,yes,10294,5039,611,5002,7273.344039916992,2025-07-24 21:29:08+00,6882a3f4a4ed9becda3098ef,66afc935bcb2252f63f1e2b2,APPROVED,Not Applicable,2025-07-24T21:22:04.462000Z,2025-07-24T21:30:21.232000Z,2025-07-25T00:40:27.696000Z,2025-07-24T21:30:21.659856Z,497.0,C1FHYQ9H,1620,"Health Insurance, Home Insurance, Life Insurance, Purchase Insurance (e.g. Mobile Phone), Travel Insurance, Vehicle Insurance",56,Female,White,United States,United States,United States,English,No,Full-Time
86,786,66afc935bcb2252f63f1e2b2,7,2,33396,12310,11930,4,11879,55,female,32.395,1,no,51,1390,148,1383,13779.68955039978,2025-07-24 21:29:34+00,6882a3f4a4ed9becda3098ef,66afc935bcb2252f63f1e2b2,APPROVED,Not Applicable,2025-07-24T21:22:04.462000Z,2025-07-24T21:30:21.232000Z,2025-07-25T00:40:27.696000Z,2025-07-24T21:30:21.659856Z,497.0,C1FHYQ9H,1620,"Health Insurance, Home Insurance, Life Insurance, Purchase Insurance (e.g. Mobile Phone), Travel Insurance, Vehicle Insurance",56,Female,White,United States,United States,United States,English,No,Full-Time
87,787,66afc935bcb2252f63f1e2b2,8,2,24671,11239,10022,4,10065,53,male,21.4,1,no,43,971,158,958,9939.440965652466,2025-07-24 21:29:58+00,6882a3f4a4ed9becda3098ef,66afc935bcb2252f63f1e2b2,APPROVED,Not Applicable,2025-07-24T21:22:04.462000Z,2025-07-24T21:30:21.232000Z,2025-07-25T00:40:27.696000Z,2025-07-24T21:30:21.659856Z,497.0,C1FHYQ9H,1620,"Health Insurance, Home Insurance, Life Insurance, Purchase Insurance (e.g. Mobile Phone), Travel Insurance, Vehicle Insurance",56,Female,White,United States,United States,United States,English,No,Full-Time
88,788,654e801d14df9acd084196c2,1,3,11529,8808,9651,1,6113,31,female,30.495,3,no,3538,10518,523,10505,19363.94190788269,2025-07-24 21:25:56+00,6882a437643d5d2a72d100c8,654e801d14df9acd084196c2,APPROVED,Not Applicable,2025-07-24T21:23:08.849000Z,2025-07-24T21:31:29.812000Z,2025-07-25T00:40:27.927000Z,2025-07-24T21:31:33.709922Z,501.0,C1FHYQ9H,2584,"Life Insurance, Home Insurance, Health Insurance, Vehicle Insurance",52,Female,White,United States,United States,United States,English,No,Full-Time
89,789,654e801d14df9acd084196c2,2,3,11562,10746,10037,1,6552,33,female,36.29,3,no,3485,9693,919,9649,10806.497812271118,2025-07-24 21:26:57+00,6882a437643d5d2a72d100c8,654e801d14df9acd084196c2,APPROVED,Not Applicable,2025-07-24T21:23:08.849000Z,2025-07-24T21:31:29.812000Z,2025-07-25T00:40:27.927000Z,2025-07-24T21:31:33.709922Z,501.0,C1FHYQ9H,2584,"Life Insurance, Home Insurance, Health Insurance, Vehicle Insurance",52,Female,White,United States,United States,United States,English,No,Full-Time
90,790,654e801d14df9acd084196c2,3,3,5637,3506,4206,2,13127,23,female,28.0,0,no,8921,8287,227,8284,16220.494270324707,2025-07-24 21:27:33+00,6882a437643d5d2a72d100c8,654e801d14df9acd084196c2,APPROVED,Not Applicable,2025-07-24T21:23:08.849000Z,2025-07-24T21:31:29.812000Z,2025-07-25T00:40:27.927000Z,2025-07-24T21:31:33.709922Z,501.0,C1FHYQ9H,2584,"Life Insurance, Home Insurance, Health Insurance, Vehicle Insurance",52,Female,White,United States,United States,United States,English,No,Full-Time
91,791,654e801d14df9acd084196c2,4,3,30919,29698,26858,2,19720,32,male,28.93,1,yes,7138,6991,1029,6915,14023.415327072144,2025-07-24 21:27:58+00,6882a437643d5d2a72d100c8,654e801d14df9acd084196c2,APPROVED,Not Applicable,2025-07-24T21:23:08.849000Z,2025-07-24T21:31:29.812000Z,2025-07-25T00:40:27.927000Z,2025-07-24T21:31:33.709922Z,501.0,C1FHYQ9H,2584,"Life Insurance, Home Insurance, Health Insurance, Vehicle Insurance",52,Female,White,United States,United States,United States,English,No,Full-Time
92,792,654e801d14df9acd084196c2,5,3,17140,17140,19177,3,17043,26,male,27.06,0,yes,2134,5982,898,5915,11849.536895751953,2025-07-24 21:28:28+00,6882a437643d5d2a72d100c8,654e801d14df9acd084196c2,APPROVED,Not Applicable,2025-07-24T21:23:08.849000Z,2025-07-24T21:31:29.812000Z,2025-07-25T00:40:27.927000Z,2025-07-24T21:31:33.709922Z,501.0,C1FHYQ9H,2584,"Life Insurance, Home Insurance, Health Insurance, Vehicle Insurance",52,Female,White,United States,United States,United States,English,No,Full-Time
93,793,654e801d14df9acd084196c2,6,3,1946,3820,4404,3,2711,19,female,25.745,1,no,1693,5784,329,5775,13920.346975326538,2025-07-24 21:29:00+00,6882a437643d5d2a72d100c8,654e801d14df9acd084196c2,APPROVED,Not Applicable,2025-07-24T21:23:08.849000Z,2025-07-24T21:31:29.812000Z,2025-07-25T00:40:27.927000Z,2025-07-24T21:31:33.709922Z,501.0,C1FHYQ9H,2584,"Life Insurance, Home Insurance, Health Insurance, Vehicle Insurance",52,Female,White,United States,United States,United States,English,No,Full-Time
94,794,654e801d14df9acd084196c2,7,3,3955,2055,2434,4,1770,20,male,29.735,0,no,664,618,312,534,20335.957765579224,2025-07-24 21:29:37+00,6882a437643d5d2a72d100c8,654e801d14df9acd084196c2,APPROVED,Not Applicable,2025-07-24T21:23:08.849000Z,2025-07-24T21:31:29.812000Z,2025-07-25T00:40:27.927000Z,2025-07-24T21:31:33.709922Z,501.0,C1FHYQ9H,2584,"Life Insurance, Home Insurance, Health Insurance, Vehicle Insurance",52,Female,White,United States,United States,United States,English,No,Full-Time
95,795,654e801d14df9acd084196c2,8,3,21638,20638,13749,4,14394,57,female,28.785,4,no,646,608,425,435,11890.730857849121,2025-07-24 21:30:04+00,6882a437643d5d2a72d100c8,654e801d14df9acd084196c2,APPROVED,Not Applicable,2025-07-24T21:23:08.849000Z,2025-07-24T21:31:29.812000Z,2025-07-25T00:40:27.927000Z,2025-07-24T21:31:33.709922Z,501.0,C1FHYQ9H,2584,"Life Insurance, Home Insurance, Health Insurance, Vehicle Insurance",52,Female,White,United States,United States,United States,English,No,Full-Time
